Date,Series1,Series2,Series3,Series4,Series5,Series6,Series7,Series8,Series9,Series10
11-08-2016,589.119995,5228.399902,10836.15039,16735.11914,3002.637939,10742.83984,111.79,150.26,64.80838,122.833885
12-08-2016,587.559021,5232.890137,10822.41016,16919.91992,3050.666992,10713.42969,111.23,153.49,64.860992,123.868515
13-08-2016,585.588013,5232.890137,10822.41016,16919.91992,3050.666992,10713.42969,111.23,153.49,64.860992,123.868515
14-08-2016,570.473022,5232.890137,10822.41016,16919.91992,3050.666992,10713.42969,111.23,153.49,64.860992,123.868515
15-08-2016,567.23999,5262.02002,10858.5,16869.56055,3125.195068,10739.20996,111.58,157.63,65.056358,122.701286
16-08-2016,577.439026,5227.109863,10809.74023,16596.50977,3110.037109,10676.65039,112.36,160.42,64.921112,122.374092
17-08-2016,573.216003,5228.660156,10824.63965,16745.64063,3109.554932,10537.66992,111.69,161.44,65.011299,123.108055
18-08-2016,574.317993,5240.149902,10863.00977,16486.00977,3104.114014,10603.03027,112.39,166.09,65.266777,123.302513
19-08-2016,575.630005,5238.379883,10829.15039,16545.82031,3108.102051,10544.36035,111.48,166.84,65.07135,122.657089
20-08-2016,581.697021,5238.379883,10829.15039,16545.82031,3108.102051,10544.36035,111.48,166.84,65.07135,122.657089
21-08-2016,581.307983,5238.379883,10829.15039,16545.82031,3108.102051,10544.36035,111.48,166.84,65.07135,122.657089
22-08-2016,586.752991,5244.600098,10815.91992,16598.18945,3084.804932,10494.34961,111.24,161.07,64.966187,123.691681
23-08-2016,583.414978,5260.080078,10847.49023,16497.35938,3089.706055,10592.87988,111.47,163.41,65.184135,123.824272
24-08-2016,580.182007,5217.689941,10791.17969,16597.30078,3085.879883,10622.96973,110.11,158.89,65.003784,123.532524
25-08-2016,577.760986,5212.200195,10784.37012,16555.94922,3068.329102,10529.58984,109.69,160.79,65.124008,123.063812
26-08-2016,579.651001,5218.919922,10749.33008,16360.70996,3070.309082,10587.76953,109.79,161.85,65.048859,122.347565
27-08-2016,569.947021,5218.919922,10749.33008,16360.70996,3070.309082,10587.76953,109.79,161.85,65.048859,122.347565
28-08-2016,573.911987,5218.919922,10749.33008,16360.70996,3070.309082,10587.76953,109.79,161.85,65.048859,122.347565
29-08-2016,574.106995,5232.330078,10811.34961,16737.49023,3070.0271,10544.44043,109.89,159.61,65.372002,123.983421
30-08-2016,577.502991,5222.990234,10797.54004,16725.35938,3074.677002,10657.63965,109.02,157.46,65.409561,123.505974
31-08-2016,575.471985,5213.220215,10764.75,16887.40039,3085.490967,10592.69043,108.59,151.86,65.154091,123.6828
01-09-2016,572.302979,5227.209961,10771.92969,16926.83984,3063.304932,10534.30957,109.07,146.63,65.283104,123.819244
02-09-2016,575.536987,5249.899902,10856.91992,16925.67969,3067.352051,10683.82031,109.86,150.98,65.584991,122.809326
03-09-2016,598.211975,5249.899902,10856.91992,16925.67969,3067.352051,10683.82031,109.86,150.98,65.584991,122.809326
04-09-2016,608.633972,5249.899902,10856.91992,16925.67969,3067.352051,10683.82031,109.86,150.98,65.584991,122.809326
05-09-2016,606.590027,5249.899902,10856.91992,17037.63086,3072.094971,10672.21973,109.86,150.98,65.584991,122.809326
06-09-2016,610.435974,5275.910156,10890.79004,17081.98047,3090.712891,10687.13965,112.12,152.3,65.660477,123.704071
07-09-2016,614.544006,5283.930176,10890.17969,17012.43945,3091.927979,10752.98047,111.72,154.58,65.479355,123.615479
08-09-2016,626.315979,5259.47998,10882.33008,16958.76953,3095.954102,10675.29004,111.1,161.78,65.358582,122.065201
09-09-2016,622.861023,5125.910156,10613.53027,16965.75977,3078.85498,10573.44043,110.51,155.84,64.732178,120.054237
10-09-2016,623.508972,5125.910156,10613.53027,16965.75977,3078.85498,10573.44043,110.51,155.84,64.732178,120.054237
11-09-2016,606.718994,5125.910156,10613.53027,16965.75977,3078.85498,10573.44043,110.51,155.84,64.732178,120.054237
12-09-2016,608.242981,5211.890137,10741.24023,16672.91992,3021.977051,10431.76953,109.77,157.19,64.958595,120.116264
13-09-2016,609.241028,5155.25,10535.36035,16729.03906,3023.51001,10386.59961,109.61,152.56,64.460449,118.751976
14-09-2016,610.684021,5173.77002,10511.40039,16614.24023,3002.849121,10378.40039,109.81,148.1,64.445358,118.929161
15-09-2016,607.155029,5249.689941,10602.94043,16405.00977,3002.849121,10431.2002,109.14,149.34,64.822762,118.415382
16-09-2016,606.973022,5244.569824,10532.26953,16519.28906,3002.849121,10276.16992,108.49,146.32,64.83783,119.372124
17-09-2016,605.984009,5244.569824,10532.26953,16519.28906,3002.849121,10276.16992,108.49,146.32,64.83783,119.372124
18-09-2016,609.874023,5244.569824,10532.26953,16519.28906,3002.849121,10276.16992,108.49,146.32,64.83783,119.372124
19-09-2016,609.22699,5235.029785,10564.29981,16519.28906,3026.051025,10373.87012,109.12,147.12,64.875587,118.982346
20-09-2016,608.312012,5241.350098,10560.25,16492.15039,3023,10393.86035,109.16,147.76,64.800095,119.398727
21-09-2016,597.148987,5295.180176,10708.37012,16807.61914,3025.874023,10436.49023,110.25,152.09,65.335938,120.364342
22-09-2016,596.297974,5339.52002,10793.66016,16807.61914,3042.312988,10674.17969,111.35,155.38,65.554871,121.32106
23-09-2016,602.84198,5305.75,10717.99023,16754.01953,3033.895996,10626.96973,111.1,149.2,65.479355,121.205864
24-09-2016,602.625,5305.75,10717.99023,16754.01953,3033.895996,10626.96973,111.1,149.2,65.479355,121.205864
25-09-2016,600.825989,5305.75,10717.99023,16754.01953,3033.895996,10626.96973,111.1,149.2,65.479355,121.205864
26-09-2016,608.04303,5257.490234,10624.87988,16544.56055,2980.429932,10393.70996,111.3,154.07,65.192574,121.976585
27-09-2016,606.166016,5305.709961,10665.33984,16683.92969,2998.172119,10361.48047,110.17,149.84,65.381248,122.871307
28-09-2016,604.728027,5318.549805,10753.4502,16465.40039,2987.85791,10438.33984,109.61,157.82,65.818954,122.605606
29-09-2016,605.692993,5269.149902,10643.51953,16693.71094,2998.48291,10405.54004,109.8,160.44,65.569901,122.915688
30-09-2016,609.734985,5312,10721.74023,16449.83984,3004.702881,10511.01953,109.07,161.82,65.856689,121.817177
01-10-2016,613.982971,5312,10721.74023,16449.83984,3004.702881,10511.01953,109.07,161.82,65.856689,121.817177
02-10-2016,610.892029,5312,10721.74023,16449.83984,3004.702881,10511.01953,109.07,161.82,65.856689,121.817177
03-10-2016,612.132996,5300.870117,10690.76953,16598.66992,3004.702881,10511.01953,108.7,163.73,65.815788,121.415154
04-10-2016,610.203979,5289.660156,10629.15039,16735.65039,3004.702881,10619.61035,105.14,163.33,65.702072,119.995193
05-10-2016,612.510986,5316.02002,10683.94043,16819.24023,3004.702881,10585.78027,105.05,167.15,65.876419,119.436066
06-10-2016,613.020996,5306.850098,10675.74023,16899.09961,3004.702881,10568.79981,103.76,169.2,65.914337,118.770462
07-10-2016,617.120972,5292.399902,10626.91992,16860.08984,3004.702881,10490.86035,103.67,167.08,66.065948,118.850342
08-10-2016,619.107971,5292.399902,10626.91992,16860.08984,3004.702881,10490.86035,103.67,167.08,66.065948,118.850342
09-10-2016,616.752014,5292.399902,10626.91992,16860.08984,3004.702881,10490.86035,103.67,167.08,66.065948,118.850342
10-10-2016,618.994019,5328.669922,10682.66992,16860.08984,3048.143066,10624.08008,104.37,172.2,66.25547,118.149223
11-10-2016,641.072021,5246.790039,10548,17024.75977,3065.25,10577.16016,104,170.24,65.88401,117.882988
12-10-2016,636.192017,5239.02002,10560.26953,16840,3058.498047,10523.07031,103.82,168.22,65.861282,117.998367
13-10-2016,636.786011,5213.330078,10522.94043,16774.24023,3061.345947,10414.07031,104.14,168.96,65.694511,118.442101
14-10-2016,640.377991,5214.160156,10521.29981,16856.36914,3063.809082,10580.37988,103.97,168.62,65.846146,116.782539
15-10-2016,638.645996,5214.160156,10521.29981,16856.36914,3063.809082,10580.37988,103.97,168.62,65.846146,116.782539
16-10-2016,641.630981,5214.160156,10521.29981,16856.36914,3063.809082,10580.37988,103.97,168.62,65.846146,116.782539
17-10-2016,639.192993,5199.819824,10492.86035,16900.11914,3041.166016,10503.57031,104.06,167.36,65.755112,117.527939
18-10-2016,637.960022,5243.839844,10567.80957,16963.60938,3083.875,10631.54981,104.58,168.19,66.020447,117.909622
19-10-2016,630.52002,5246.410156,10600.91992,16998.91016,3084.718994,10645.67969,105.16,172.18,66.209969,118.007217
20-10-2016,630.856995,5241.830078,10597.36035,17235.5,3084.458008,10701.38965,104.96,168.23,66.217545,118.13147
21-10-2016,632.828003,5257.399902,10571.87988,17184.58984,3090.940918,10710.73047,104.98,168.96,66.232735,118.308952
22-10-2016,657.294006,5257.399902,10571.87988,17184.58984,3090.940918,10710.73047,104.98,168.96,66.232735,118.308952
23-10-2016,657.070984,5257.399902,10571.87988,17184.58984,3090.940918,10710.73047,104.98,168.96,66.232735,118.308952
24-10-2016,653.760986,5309.830078,10591.29981,17234.41992,3128.24707,10761.16992,104.64,167.86,66.270622,117.794205
25-10-2016,657.588013,5283.399902,10550.19043,17365.25,3131.938965,10757.30957,105.46,166,66.232735,118.104851
26-10-2016,678.304016,5250.27002,10528.19043,17391.83984,3116.312012,10709.67969,104.88,163.41,65.967407,117.306114
27-10-2016,688.312988,5215.970215,10503.05957,17336.41992,3112.350098,10717.08008,105.12,165.2,65.724792,116.028145
28-10-2016,689.651001,5190.100098,10476.62012,17446.41016,3104.27002,10696.19043,105.73,161.81,65.406433,115.770805
29-10-2016,714.479004,5190.100098,10476.62012,17446.41016,3104.27002,10696.19043,105.73,161.81,65.406433,115.770805
30-10-2016,701.864014,5190.100098,10476.62012,17446.41016,3104.27002,10696.19043,105.73,161.81,65.406433,115.770805
31-10-2016,700.971985,5189.140137,10481.88965,17425.01953,3100.491943,10665.00977,105.42,155.7,65.209335,116.480782
01-11-2016,729.79303,5153.580078,10414.04981,17442.40039,3122.436035,10526.16016,106.66,155.07,64.954971,116.4897
02-11-2016,740.828979,5105.569824,10334.5,17134.67969,3102.73291,10370.92969,108.33,150.65,64.665634,116.996498
03-11-2016,688.700012,5058.410156,10307.63965,17134.67969,3128.936035,10325.87988,107.92,148.39,64.680847,116.098457
04-11-2016,703.234985,5046.370117,10289.34961,16905.35938,3125.316895,10259.12988,108.02,146.43,64.711296,117.138771
05-11-2016,703.41803,5046.370117,10289.34961,16905.35938,3125.316895,10259.12988,108.02,146.43,64.711296,117.138771
06-11-2016,711.521973,5046.370117,10289.34961,16905.35938,3125.316895,10259.12988,108.02,146.43,64.711296,117.138771
07-11-2016,703.130981,5166.169922,10500.16016,17177.21094,3133.333008,10456.9502,105.94,149.15,65.617485,116.142906
08-11-2016,709.848022,5193.490234,10530.55957,17171.38086,3147.887939,10482.32031,105.54,149.49,65.472801,115.671608
09-11-2016,723.27301,5251.069824,10643.41016,16251.54004,3128.370117,10646.00977,105.45,150.5,65.015892,110.763451
10-11-2016,715.533997,5208.799805,10683.41016,17344.41992,3171.281982,10630.12012,104.84,148.55,64.163055,109.127365
11-11-2016,716.411011,5237.109863,10652.24023,17374.78906,3196.043945,10667.9502,101.32,144.54,63.561462,108.513863
12-11-2016,705.054016,5237.109863,10652.24023,17374.78906,3196.043945,10667.9502,101.32,144.54,63.561462,108.513863
13-11-2016,702.031006,5237.109863,10652.24023,17374.78906,3196.043945,10667.9502,101.32,144.54,63.561462,108.513863
14-11-2016,705.020996,5218.399902,10679.76953,17672.61914,3210.371094,10693.69043,101.12,143.86,64.033562,107.864723
15-11-2016,711.619019,5275.620117,10745.50977,17668.15039,3206.986084,10735.13965,101.36,151.88,64.878845,108.398262
16-11-2016,744.197998,5294.580078,10699.42969,17862.21094,3205.056885,10663.87012,101.32,150.93,64.619911,109.376366
17-11-2016,740.97699,5333.970215,10740.08008,17862.63086,3208.452881,10685.54004,100.71,150.54,64.444786,107.76693
18-11-2016,751.585022,5321.509766,10709.50977,17967.41016,3192.855957,10664.55957,100.05,151.78,64.444786,107.455734
19-11-2016,751.616028,5321.509766,10709.50977,17967.41016,3192.855957,10664.55957,100.05,151.78,64.444786,107.455734
20-11-2016,731.026001,5321.509766,10709.50977,17967.41016,3192.855957,10664.55957,100.05,151.78,64.444786,107.455734
21-11-2016,739.247986,5368.859863,10791.83984,18106.01953,3218.147949,10685.12988,100.14,157.94,64.962585,107.722488
22-11-2016,751.346985,5386.350098,10820.17969,18162.93945,3248.352051,10713.84961,100.26,157.25,65.442329,107.686928
23-11-2016,744.593994,5380.680176,10835.90039,18162.93945,3241.136963,10662.44043,98.47,157.02,65.198662,107.269028
24-11-2016,740.289001,5380.680176,10835.90039,18333.41016,3241.736084,10689.25977,98.47,157.02,65.198662,107.269028
25-11-2016,741.648987,5398.919922,10878.08984,18381.2207,3261.937988,10699.26953,97.53,150.8,65.28241,107.42907
26-11-2016,735.382019,5398.919922,10878.08984,18381.2207,3261.937988,10699.26953,97.53,150.8,65.28241,107.42907
27-11-2016,732.034973,5398.919922,10878.08984,18381.2207,3261.937988,10699.26953,97.53,150.8,65.28241,107.42907
28-11-2016,735.812988,5368.810059,10808.62988,18356.89063,3277,10582.66992,98.58,154.14,65.274834,108.220451
29-11-2016,735.604004,5379.919922,10817.7002,18307.03906,3282.924072,10620.49023,98.34,148.08,65.191055,108.673874
30-11-2016,745.690979,5323.680176,10838.45996,18308.48047,3250.033936,10640.29981,96.94,161.86,65.221504,106.913353
01-12-2016,756.773987,5251.109863,10828.99023,18513.11914,3273.309082,10534.04981,96.57,167.17,64.916336,105.784515
02-12-2016,777.94397,5255.649902,10838.58008,18426.08008,3243.843018,10513.34961,97.26,169.2,65.306396,106.559639
03-12-2016,771.155029,5255.649902,10838.58008,18426.08008,3243.843018,10513.34961,97.26,169.2,65.306396,106.559639
04-12-2016,773.872009,5255.649902,10838.58008,18426.08008,3243.843018,10513.34961,97.26,169.2,65.306396,106.559639
05-12-2016,758.700012,5308.890137,10910.90039,18274.99023,3204.708984,10684.83008,97.15,169.56,65.474678,106.443817
06-12-2016,764.223999,5333,10970.78027,18360.53906,3199.646973,10775.32031,96.63,166.74,65.803581,106.363625
07-12-2016,768.132019,5393.759766,11114.61035,18496.68945,3222.241943,10986.69043,97.24,162.94,66.132469,107.27243
08-12-2016,770.809998,5417.359863,11149.95996,18765.4707,3215.365967,11179.41992,96.82,166.35,66.12484,106.007248
09-12-2016,772.794006,5444.5,11191.79004,18996.36914,3232.883057,11203.62988,95.95,168.36,66.155418,104.688622
10-12-2016,774.650024,5444.5,11191.79004,18996.36914,3232.883057,11203.62988,95.95,168.36,66.155418,104.688622
11-12-2016,769.731018,5444.5,11191.79004,18996.36914,3232.883057,11203.62988,95.95,168.36,66.155418,104.688622
12-12-2016,780.086975,5412.540039,11177.28027,19155.0293,3152.969971,11190.20996,96.27,172.62,66.063637,104.884605
13-12-2016,780.55603,5463.830078,11237.16992,19250.51953,3155.037109,11284.65039,95.71,173.21,66.224266,105.258842
14-12-2016,781.481018,5436.669922,11098.66992,19253.60938,3140.531006,11244.83984,96.1,167.27,65.727066,104.082756
15-12-2016,778.088013,5456.850098,11131.88965,19273.78906,3117.677002,11366.40039,93.3,166.88,65.757675,104.608437
16-12-2016,784.906982,5437.160156,11125.21973,19401.15039,3122.981934,11404.00977,93.93,170.03,65.818871,104.367859
17-12-2016,790.828979,5437.160156,11125.21973,19401.15039,3122.981934,11404.00977,93.93,170.03,65.818871,104.367859
18-12-2016,790.530029,5437.160156,11125.21973,19401.15039,3122.981934,11404.00977,93.93,170.03,65.818871,104.367859
19-12-2016,792.713989,5457.439941,11128.54004,19391.59961,3118.084961,11426.7002,94.36,170.38,65.987144,105.490463
20-12-2016,800.875977,5483.939941,11172.19043,19494.5293,3102.875977,11464.74023,93.61,171.15,66.078949,104.964783
21-12-2016,834.281006,5471.430176,11142.57031,19444.49023,3137.429932,11468.63965,93.58,168.55,66.193657,105.428108
22-12-2016,864.539978,5447.419922,11114.13965,19427.66992,3139.558105,11456.09961,93.37,170.03,66.336418,105.239609
23-12-2016,921.984009,5462.689941,11128.79981,19427.66992,3110.154053,11449.92969,93.61,170.25,66.459221,105.453995
24-12-2016,898.822021,5462.689941,11128.79981,19427.66992,3110.154053,11449.92969,93.61,170.25,66.459221,105.453995
25-12-2016,896.182983,5462.689941,11128.79981,19427.66992,3110.154053,11449.92969,93.61,170.25,66.459221,105.453995
26-12-2016,907.609985,5462.689941,11128.79981,19396.64063,3122.569092,11449.92969,93.61,170.25,66.459221,105.453995
27-12-2016,933.197998,5487.439941,11146.40039,19403.06055,3114.664063,11472.24023,94.04,173.08,66.397789,105.114548
28-12-2016,975.921021,5438.560059,11058.87988,19401.7207,3102.236084,11474.99023,94.22,173.59,66.30574,105.882774
29-12-2016,973.497009,5432.089844,11074.33008,19145.14063,3096.096924,11451.04981,95.64,172.66,66.397789,106.257965
30-12-2016,961.237976,5383.120117,11056.90039,19114.36914,3103.636963,11481.05957,95.11,172.5,66.420837,106.418785
31-12-2016,963.742981,5383.120117,11056.90039,19114.36914,3103.636963,11481.05957,95.11,172.5,66.420837,106.418785
01-01-2017,998.325012,5383.120117,11056.90039,19114.36914,3103.636963,11481.05957,95.11,172.5,66.420837,106.418785
02-01-2017,1021.75,5383.120117,11056.90039,19114.36914,3103.636963,11598.33008,95.11,172.5,66.420837,106.418785
03-01-2017,1043.839966,5429.080078,11154.34961,19114.36914,3135.920898,11584.24023,95.96,168.04,66.697113,106.87439
04-01-2017,1154.72998,5477,11246.54004,19594.16016,3158.793945,11584.30957,96.23,171.02,67.057793,107.285278
05-01-2017,1013.380005,5487.939941,11247.69043,19520.68945,3165.410889,11584.94043,97.55,172.63,66.958069,108.964661
06-01-2017,902.200989,5521.060059,11237.62012,19454.33008,3154.321045,11599.00977,96.9,173.37,66.942696,107.96418
07-01-2017,908.585022,5521.060059,11237.62012,19454.33008,3154.321045,11599.00977,96.9,173.37,66.942696,107.96418
08-01-2017,911.198975,5521.060059,11237.62012,19454.33008,3154.321045,11599.00977,96.9,173.37,66.942696,107.96418
09-01-2017,902.828003,5531.819824,11169.79004,19454.33008,3171.236084,11563.99023,97.85,166.85,66.927345,108.830711
10-01-2017,907.679016,5551.819824,11183.33008,19301.43945,3161.670898,11583.29981,97.9,163.18,66.93502,108.759239
11-01-2017,777.757019,5563.649902,11226.78027,19364.66992,3136.753906,11646.16992,98.82,167.65,66.973404,109.125481
12-01-2017,804.833984,5547.490234,11204.15039,19134.69922,3119.289063,11521.04004,99.08,170.11,66.988739,108.884293
13-01-2017,823.984009,5574.120117,11227.16992,19287.2793,3112.763916,11629.17969,98.77,167.95,67.011734,108.366142
14-01-2017,818.411987,5574.120117,11227.16992,19287.2793,3112.763916,11629.17969,98.77,167.95,67.011734,108.366142
15-01-2017,821.797974,5574.120117,11227.16992,19287.2793,3112.763916,11629.17969,98.77,167.95,67.011734,108.366142
16-01-2017,831.533997,5574.120117,11227.16992,19095.24023,3103.427979,11554.70996,98.77,167.95,67.011734,108.366142
17-01-2017,907.937988,5538.72998,11196.29004,18813.5293,3108.774902,11540,100.15,168.3,66.942696,109.500679
18-01-2017,886.617981,5555.649902,11196.09961,18894.36914,3113.011963,11599.38965,100.08,163.97,67.004051,108.09819
19-01-2017,899.072998,5540.080078,11148.84961,19072.25,3101.299072,11596.88965,99.2,164.7,66.789207,107.356758
20-01-2017,895.026001,5555.330078,11192.79004,19137.91016,3123.138916,11630.12988,99.48,168.17,66.91967,107.142365
21-01-2017,921.789001,5555.330078,11192.79004,19137.91016,3123.138916,11630.12988,99.48,168.17,66.91967,107.142365
22-01-2017,924.672974,5555.330078,11192.79004,19137.91016,3123.138916,11630.12988,99.48,168.17,66.91967,107.142365
23-01-2017,921.012024,5552.939941,11170.62012,18891.0293,3136.774902,11545.75,100.37,166.69,66.91967,108.21431
24-01-2017,892.687012,5600.959961,11249.28027,18787.99023,3142.552979,11594.94043,99.97,168.05,66.965706,107.472862
25-01-2017,901.541992,5656.339844,11339.04981,19057.5,3149.554932,11806.04981,98.89,166.69,67.203636,106.123993
26-01-2017,917.585999,5655.180176,11313.12012,19402.39063,3159.166016,11848.62988,98.23,169.94,67.172897,106.481293
27-01-2017,919.75,5660.779785,11283.19043,19467.40039,3159.166016,11814.26953,98.11,168.02,67.234306,106.86544
28-01-2017,921.590027,5660.779785,11283.19043,19467.40039,3159.166016,11814.26953,98.11,168.02,67.234306,106.86544
29-01-2017,919.495972,5660.779785,11283.19043,19467.40039,3159.166016,11814.26953,98.11,168.02,67.234306,106.86544
30-01-2017,920.382019,5613.709961,11205.24023,19368.84961,3159.166016,11681.88965,98.52,166.31,67.096191,106.543823
31-01-2017,970.403015,5614.790039,11222.95996,19041.33984,3159.166016,11535.30957,99.78,166.88,67.0271,107.285278
01-02-2017,989.02301,5642.649902,11207.24023,19148.08008,3159.166016,11659.5,99.53,170.26,67.275322,106.621902
02-02-2017,1011.799988,5636.200195,11215.38965,18914.58008,3159.166016,11627.9502,100.44,169.18,67.313843,106.577164
03-02-2017,1029.910034,5666.77002,11310.74023,18918.19922,3140.169922,11651.49023,100.56,170.1,67.429474,106.532417
04-02-2017,1042.900024,5666.77002,11310.74023,18918.19922,3140.169922,11651.49023,100.56,170.1,67.429474,106.532417
05-02-2017,1027.339966,5666.77002,11310.74023,18918.19922,3140.169922,11651.49023,100.56,170.1,67.429474,106.532417
06-02-2017,1038.150024,5663.549805,11264.11035,18976.71094,3156.983887,11509.83984,101.49,167.51,67.383217,107.176918
07-02-2017,1061.349976,5674.220215,11243.37988,18910.7793,3153.087891,11549.44043,101.82,164.86,67.283012,107.964745
08-02-2017,1063.069946,5682.450195,11251.79981,19007.59961,3166.981934,11543.37988,102.1,165.37,67.329285,109.432938
09-02-2017,994.382996,5715.180176,11327.67969,18907.66992,3183.178955,11642.86035,101.88,167.3,67.421745,108.170662
10-02-2017,988.674011,5734.129883,11377.71973,19378.92969,3196.698975,11666.96973,101.8,170.02,67.467987,108.108009
11-02-2017,1004.450012,5734.129883,11377.71973,19378.92969,3196.698975,11666.96973,101.8,170.02,67.467987,108.108009
12-02-2017,999.18103,5734.129883,11377.71973,19378.92969,3196.698975,11666.96973,101.8,170.02,67.467987,108.108009
13-02-2017,990.642029,5763.959961,11433.92969,19459.15039,3216.839111,11774.42969,100.97,167.18,67.568199,107.767822
14-02-2017,1004.549988,5782.569824,11468.87012,19238.98047,3217.927979,11771.80957,100.94,168.06,67.614441,106.988945
15-02-2017,1007.47998,5819.439941,11514.40039,19437.98047,3212.986084,11793.92969,101.57,167.72,67.637573,106.496597
16-02-2017,1027.439941,5814.899902,11504.19043,19347.5293,3229.61792,11757.24023,102.27,168.18,67.583641,107.078476
17-02-2017,1046.209961,5838.580078,11510.91016,19234.61914,3202.075928,11757.01953,102.07,168.28,67.653008,107.714096
18-02-2017,1054.420044,5838.580078,11510.91016,19234.61914,3202.075928,11757.01953,102.07,168.28,67.653008,107.714096
19-02-2017,1047.869995,5838.580078,11510.91016,19234.61914,3202.075928,11757.01953,102.07,168.28,67.653008,107.714096
20-02-2017,1079.97998,5838.580078,11510.91016,19251.08008,3239.960938,11827.62012,102.07,168.28,67.653008,107.714096
21-02-2017,1115.300049,5865.950195,11578.25,19381.43945,3253.325928,11967.49023,102.05,170,67.876534,107.526077
22-02-2017,1117.439941,5860.629883,11550.17969,19379.86914,3261.218018,11998.58984,101.59,167.68,67.907341,107.70517
23-02-2017,1166.719971,5835.509766,11556.15039,19371.46094,3251.375,11947.83008,103.08,170.37,67.969017,108.027435
24-02-2017,1173.680054,5845.310059,11541.29004,19283.53906,3253.433105,11804.03027,103.65,168.94,68.022949,109.227036
25-02-2017,1143.839966,5845.310059,11541.29004,19283.53906,3253.433105,11804.03027,103.65,168.94,68.022949,109.227036
26-02-2017,1165.199951,5845.310059,11541.29004,19283.53906,3253.433105,11804.03027,103.65,168.94,68.022949,109.227036
27-02-2017,1179.969971,5861.899902,11558.34961,19107.4707,3228.659912,11822.66992,103.69,169.12,68.107758,108.582474
28-02-2017,1179.969971,5825.439941,11512.38965,19118.99023,3241.73291,11834.41016,103.29,169,68.053833,108.985336
01-03-2017,1222.5,5904.029785,11661.21973,19393.53906,3246.934082,12067.19043,102.96,168.43,68.304657,107.159126
02-03-2017,1251.01001,5861.220215,11575.91016,19564.80078,3230.028076,12059.57031,101.56,164.62,68.08786,106.773445
03-03-2017,1274.98999,5870.75,11598.37012,19469.16992,3218.312012,12027.36035,101.03,166.87,68.118835,107.051498
04-03-2017,1255.150024,5870.75,11598.37012,19469.16992,3218.312012,12027.36035,101.03,166.87,68.118835,107.051498
05-03-2017,1267.119995,5870.75,11598.37012,19469.16992,3218.312012,12027.36035,101.03,166.87,68.118835,107.051498
06-03-2017,1272.829956,5849.180176,11547.79004,19379.14063,3233.865967,11958.40039,100.95,166.46,67.902069,106.540184
07-03-2017,1223.540039,5833.930176,11506.32031,19344.15039,3242.406006,11966.13965,100.17,166.28,67.460777,106.217323
08-03-2017,1150,5837.549805,11448.20996,19254.0293,3240.665039,11967.30957,99.62,157.37,67.011757,105.643272
09-03-2017,1188.48999,5838.810059,11457.63965,19318.58008,3216.746094,11978.38965,99.11,154.26,66.833733,104.800133
10-03-2017,1116.719971,5861.72998,11500.75977,19604.60938,3212.76001,11963.17969,98.96,151.78,66.810478,105.167892
11-03-2017,1175.829956,5861.72998,11500.75977,19604.60938,3212.76001,11963.17969,98.96,151.78,66.810478,105.167892
12-03-2017,1221.380005,5861.72998,11500.75977,19604.60938,3212.76001,11963.17969,98.96,151.78,66.810478,105.167892
13-03-2017,1231.920044,5875.779785,11519.44043,19633.75,3237.023926,11990.03027,99.1,151.5,66.86467,104.504112
14-03-2017,1240,5856.819824,11459.29004,19609.5,3239.327881,11988.79004,99.05,149.68,66.663422,105.006432
15-03-2017,1249.609985,5900.049805,11590.30957,19577.38086,3241.76001,12009.87012,98.88,152.87,67.584663,106.289101
16-03-2017,1187.810059,5900.759766,11600.24023,19590.14063,3268.935059,12083.17969,101.05,152.43,67.391121,105.750938
17-03-2017,1100.22998,5901,11589.00977,19521.58984,3237.447021,12095.24023,101.3,152.65,67.414345,106.414665
18-03-2017,973.817993,5901,11589.00977,19521.58984,3237.447021,12095.24023,101.3,152.65,67.414345,106.414665
19-03-2017,1036.73999,5901,11589.00977,19521.58984,3237.447021,12095.24023,101.3,152.65,67.414345,106.414665
20-03-2017,1054.22998,5901.529785,11556.92969,19521.58984,3250.808105,12052.90039,101.63,151.41,67.282745,106.872093
21-03-2017,1120.540039,5793.830078,11420.42969,19455.88086,3261.611084,11962.12988,102.64,149.34,66.80275,107.760078
22-03-2017,1049.140015,5821.640137,11426.69043,19041.38086,3245.219971,11904.12012,102.91,148.72,66.965347,108.190613
23-03-2017,1038.589966,5817.689941,11430.88965,19085.31055,3248.550049,12039.67969,102.68,147.67,66.988548,108.038124
24-03-2017,937.52002,5828.740234,11418.88965,19262.5293,3269.445068,12064.26953,102.82,148.5,67.220795,108.423828
25-03-2017,972.778992,5828.740234,11418.88965,19262.5293,3269.445068,12064.26953,102.82,148.5,67.220795,108.423828
26-03-2017,966.724976,5828.740234,11418.88965,19262.5293,3269.445068,12064.26953,102.82,148.5,67.220795,108.423828
27-03-2017,1045.77002,5840.370117,11414.33008,18985.58984,3266.955078,11996.07031,103.4,147.76,67.151154,108.917175
28-03-2017,1047.150024,5875.140137,11493.83984,19202.86914,3252.947998,12149.41992,103.4,149.74,67.52272,108.190613
29-03-2017,1039.969971,5897.549805,11496.66992,19217.48047,3241.313965,12203,103.24,153.27,67.662071,108.836426
30-03-2017,1026.430054,5914.339844,11519.83984,19063.2207,3210.237061,12256.42969,102.51,155.87,67.979485,107.95739
31-03-2017,1071.790039,5911.740234,11492.84961,18909.25977,3222.513916,12312.87012,102.78,156.64,67.956276,108.271355
